GuestName,Comment,Rating,ReviewDate,Source,Language
Julia J,"A truly fantastic hotel with everything you could wish for. Friendly staff, a wide selection of food, and a very beautiful, clean property. The à la carte restaurant şehrazar on the rooftop terrace is simply divine.",4,2026-07-27T09:35:00Z,Import,tr
Guangtai Zheng,"A very nice hotel. Lots of activities to do. The hotel hospitality is excellent, especially the restaurant service. The food and drinks are so plentiful you won't be able to handle it all. You don't have to think twice; you can have fun and eat well. Definitely worth a visit.",5,2026-07-27T06:35:00Z,Import,en
Caner Caner,"They are really excellent when it comes to food. Desserts are separate, kebabs are separate, the main course and salad section are separate. There's even a separate menu for babies. There weren't many activities in the evenings, that was a slight drawback. The rooms are clean, the area is spacious, and there are many places to visit. Overall, we were satisfied.",5,2026-07-27T03:35:00Z,Import,en
Sveta Donoaga,"Wonderful hotel, delicious food, and exquisite desserts!!!
Large, clean beach!
Come and you'll be delighted!!!!",5,2026-07-27T00:35:00Z,Import,en
Yamaha R6,"Everything is good, service and food come first!!!",5,2026-07-26T21:35:00Z,Import,en
Ольга,"Everything was wonderful: the food, the sea, the pool. The air conditioning in the room isn't very effective, but it does its best, and it's even a little chilly at night. Overall, the service was excellent.",5,2026-07-26T18:35:00Z,Import,en
Natalya Perewozowa,I liked everything very much,5,2026-07-26T15:35:00Z,Import,en
Daria Spirova,An excellent hotel for a family holiday,5,2026-07-26T12:35:00Z,Import,en
Metin Kaya,"Friendly staff
Good variety of food
Helpful and attentive staff
Clean",5,2026-07-26T09:35:00Z,Import,en
YAĞMUR DAL,Many thanks to Damla from guest relations for her attention and willingness to help.,5,2026-07-26T06:35:00Z,Import,tr
Дмитрий Воробьев,"We had a family vacation at the Adora Hotel Resort. We were delighted. The hotel has excellent entertainment, a clean beach, and delicious food. The staff is friendly and helpful. The rooms are beautiful with a sea view. We spent the evening at the à la carte Sehrazat restaurant with a stunning sea view, delicious cuisine, and very attentive and polite service. Thanks to: Yusuf, Mucahit, Cici, Celal, and Kader. Come to this hotel; you won't regret it. If you have any questions about your stay, you can always contact Ida; she'll be happy to help.",5,2026-07-26T03:35:00Z,Import,en
Markus Hettwer,"The hotel is a bit older (from the 90s, as our tour guide told us), but overall it's in good condition, even if you can see the signs of age here and there. Room cleaning was done daily, so there were always fresh towels.

The food was really great, both in the all-inclusive area and in the à la carte restaurants. The staff is efficient and very friendly.

The direct beachfront location with private beach areas was a big plus.

There's not much going on around the hotel. Antalya is just under 30 minutes away.",4,2026-07-26T00:35:00Z,Import,en
Jonathan Al-Sad,"We have absolutely no complaints. Shows, food, pool, and everything else were excellent. We'd love to come back.",5,2026-07-25T21:35:00Z,Import,en
Ağamehdi Nağı,"It was very nice, delicious food, very close to the beach, and the swimming pool was very clean. Well suited for a relaxing holiday with children.",5,2026-07-25T18:35:00Z,Import,en
Mert,Food and service were very good. The meze grill à la carte is highly recommended.,5,2026-07-25T15:35:00Z,Import,en
richard abdoel,Luxurious and the food is super good,5,2026-07-25T12:35:00Z,Import,en
D. Bn,"This hotel was a complete disappointment for us. The resort felt empty, the location was poor, and most of the food was inedible. The worst part, however, was the way serious problems were handled: We felt that complaints about inappropriate and aggressive behavior from the entertainment staff were not taken seriously and that no action was taken.

In our opinion, some of the entertainment staff behaved extremely disrespectfully towards guests and seemed to have no boundaries whatsoever. It was particularly disappointing that management did not intervene in such situations, and we didn't feel that guest safety was a priority.

In addition, there were aggressive guests against whom, in our view, nothing was done, as well as a largely unfriendly and unmotivated staff. In our opinion, the managers showed little interest in resolving problems or genuinely helping guests.

For the price, there are definitely better hotels. We would not recommend this hotel to anyone and especially advise families to think very carefully before choosing to vacation here.",1,2026-07-25T09:35:00Z,Import,en
Radek Olah,"Very good hotel, we are satisfied. Everywhere is clean and everyone is nice here",5,2026-07-25T06:35:00Z,Import,en
Kamil Toma,Everything is great,5,2026-07-25T03:35:00Z,Import,en
TÜLAY KAYA,"First of all, endless thanks to the Adora Family 🙏 They gave us a wonderful, problem-free holiday where everything was perfect. Endless thanks to Mr. Umut in Public Relations for his attention to us and his excellent work experience, approach to problems, and solutions. Endless thanks also to Ms. Damla in Public Relations for her excellent service 🙏 Congratulations on working with such excellent staff. The rooms are spotlessly clean, the food is excellent, the animation team is fantastic, I highly recommend it to everyone.",5,2026-07-25T00:35:00Z,Import,tr
Yasemin Baklaya,The Hotel us really great the personel is really nice and polite even when you speak a diffrent language youll always find someone who can help! We've been visiting this hotel for 6 years and it never gets boring. Thank you to Guest Relations for helping us during our vacation!,5,2026-07-24T21:35:00Z,Import,tr
Demet Kocak,"This is our 6th visit to Adora Resort Hotel. It's become like our home. The friendly staff, the exceptional attention from customer service, and especially the solution-oriented approach of Ms. Damla and Ms. Elif made us feel right at home. We extend our endless thanks to the entire management and staff. See you next year! 👌😊",5,2026-07-24T18:35:00Z,Import,en
Ari 97,"Clean rooms, great location, delicious food. We especially enjoyed the Sherazat Restaurant! We'd definitely come back!",5,2026-07-24T15:35:00Z,Import,en
Александр Горлатов,"I have no complaints about the hotel. Everything was excellent, even exceeding expectations.
Check-in was quick – we arrived at 9:00 AM, were sent straight to breakfast, and were given a room by 10:00 AM. Initially, they gave us a bungalow on the first floor, but we asked for a room on the second floor – and they found one quickly.
The food was very good. Simple and basic breakfasts (everything you need), lunch and dinner with grilled food (always a wide selection of meat, chicken, and fish), and excellent desserts and ice cream.
The drinks were also excellent. It's clear that the drinks on the beach are quicker and not as tasty as those in the lobby. However, basic drinks and cocktails are available. Mostly local, but I had no particular complaints about the quality. Advice: it's better to choose simple drinks, otherwise they start adding sugar syrups and you can't tell the taste or calorie count. :)
The beach is clean, and the sun loungers on the right side seem newer. There's plenty of space for everyone. The pools are also very neat and clean, and the chlorine wasn't an eyesore. Towels are always available; change them as often as needed daily.
Children's slides - there aren't many, but they were enough for my child; he went down on his own a couple of times. For me, the seams are a bit of a letdown. :)
We went to the A la Carte restaurant on the top floor of the hotel once. The service and food were excellent, the view was wonderful, and the staff was attentive. We loved it.
The rooms are small, but everything is new. We stayed in a bungalow. Maybe I didn't have enough light; they were a bit dark.
As for entertainment, there's a kids' club, and they do a lot of activities for the kids. I don't know, maybe our body clocks weren't aligned, but when their peak activity started (at 11), we were already in our room by 12.
When it's 104 degrees outside, it seems better to spend that time under the air conditioning.
There's nothing near the hotel. But Land of Legends is 10 minutes away. Roundtrip is $40. No other options. They only charge one fee. A car never showed up when we ordered it through any of the apps. Apparently, it's their local monopoly. :)
Overall, we were happy with the hotel and our stay.
I recommend it.
Even at 104 degrees in July, it's still comfortable. :)",5,2026-07-24T12:35:00Z,Import,en
Alpaslan EKİN,"This was our second visit to the hotel.
While we generally liked it, we found some services to be slightly less impressive compared to last year.
For example, the weekly Turkish Day event wasn't as well-organized as last year, neither in terms of food nor activities.
The döner kebab tasted terrible.
Some bar and dining areas had foreign staff who didn't speak any Turkish, making communication very difficult.
The electric scooters circulating in the hotel square in the evenings were very disturbing and dangerous. Despite these criticisms, it's still a nice hotel. We might visit again.",5,2026-07-24T09:35:00Z,Import,en
mustafa guralev,"Adora Resort is very beautiful and I was very pleased. Especially in terms of interpersonal skills, Mr. Umut was a wonderful person, he helped us with everything, he was like a savior to us, he's an excellent person. Mr. Cihangir was very good, his attention and care were great. Ms. Pakize, who was in charge of room 3703 cleaning, did a great job cleaning and organizing. Thank you very much to Adora. Mr. Umut took special care of us in everything, I thank him very much. Thank you to Adora Resort for choosing such special staff.",5,2026-07-24T06:35:00Z,Import,en
Osman Türkmen,"This was our first time at Adora Hotel, the food and atmosphere were very nice, the cleanliness was excellent, the staff were friendly, you can find everything you need for a good holiday, many thanks to Ms. Damla from guest relations for her attention.",5,2026-07-24T03:35:00Z,Import,tr
erhan karadag,"Thank you for your interest and attention. We had a wonderful and trouble-free holiday as a family...
We would also like to thank Mr. Dogu from the Guest Relations Department for his interest and attention.",5,2026-07-24T00:35:00Z,Import,en
AliBerk Aloğlu,"This has been our first time here for four years, and we always leave satisfied. The food is varied and delicious. The bars are adequate, and the staff are high-quality. This year, for the first time, we stayed in the club rooms, and unfortunately, the cooling system was very poor. However, Ms. Damla promptly helped us with this issue, and we thank her for her attentiveness and helpfulness.",5,2026-07-23T21:35:00Z,Import,tr
Kiara,"A very beautiful place, a bit secluded and not quite close to the city, but still very lovely. The staff are super friendly and provide wonderful service; they even remember what you like to order. Best guy Dogu :)",5,2026-07-23T18:35:00Z,Import,en
Erkan Karahan,"We were very pleased as a family. The hotel was very clean, the food variety was extensive and delicious, and Mr. Dogu from customer service was very attentive.",5,2026-07-23T15:35:00Z,Import,en
Sedef Ekiz,"Guest relations are excellent, and they go above and beyond. It's a hotel we've been coming to for years and have always been satisfied with. The aquapark is great fun, and the food is very varied. Kudos to everyone involved! 🌸🌸",5,2026-07-23T12:35:00Z,Import,tr
yavuz ekiz,We've been coming to this hotel for years. The friendliness of all the staff and the quality of the hotel never change. It's our go-to place for holidays. I would also like to extend my thanks to Ms. Damla in the guest relations department and all the other staff members.,5,2026-07-23T09:35:00Z,Import,tr
Ufuk Ktk01,"Elena, Esra, Ahmet, and especially Cihangir and Umut were very helpful. Thank you very much for their friendly and understanding demeanor. A big thank you to the Adora Resort Hotel and its staff; I was very pleased with the hotel and its employees!",5,2026-07-23T06:35:00Z,Import,en
Mihai,"We have just returned from our vacation at this hotel.

Our first interaction with the reception staff was unfortunately not what we expected. Their attitude felt dismissive and somewhat sarcastic, which was disappointing as it was our first impression of the hotel.

However, we really appreciated the way the hotel management, especially Umut from the Guest Relations, handled the situation. After learning about our experience at reception, they took the time to speak with us personally, apologized, and genuinely tried to make up for the unpleasant start. We are grateful for their professionalism and care.

Another downside was that our room did not have a balcony. We were not aware that some rooms didn't include one, as this wasn't mentioned on the travel website where we made our booking. Unfortunately, we couldn't change our room during the first two days, partly because of our experience with the reception staff. Traveling with a 2.5-year-old child, we always had wet swimsuits and clothes to dry, so not having a balcony was quite inconvenient. On the positive side, the room itself was spacious, modern, clean, and recently renovated.

The food was varied, especially at dinner, and we enjoyed it. However, compared to other 5-star all-inclusive resorts we have visited in Turkey and Greece, it didn't particularly exceed our expectations. We did appreciate having a snack bar available throughout the day.

One thing that disappointed us was our arrival on the first evening. After traveling for more than half a day, we arrived at around 9:30 p.m. hoping to have something to eat. We were told that dinner had already finished and that there was nothing available, even though it seemed there was still time and other guests were still dining on previous evenings. There was a pastry shop open, but the pastries didn't seem particularly fresh and everything was sweet, which wasn't very helpful when traveling with a 2.5-year-old child. The next snack bar didn't open until 12:30 a.m., which was far too late for us.

The resort itself is beautiful, spacious, and very well maintained. The swimming pools are lovely, there is a nice playground for children, the beach is clean, and the beach bar is conveniently close. The sea has a gentle, shallow entry, and during our stay the water was wonderfully warm.

Overall, we had a pleasant vacation and enjoyed our stay. However, we expected a bit more from a 5-star Ultra All Inclusive hotel. With a few improvements—especially regarding the reception service and late-arrival dining experience—it could offer an even better guest experience.",3,2026-07-23T03:35:00Z,Import,en
Ireczek23,"The hotel has a great location right on the beach and close to the airport, ensuring a very quick and convenient transfer. The food in the restaurant was okay – the selection of dishes was so extensive that everyone could easily find something to enjoy. The main drawback, however, is its clear focus on a single nationality. The hotel is almost entirely geared towards Russian guests. The entire entertainment program, music, and staff communication are mostly in Russian. For tourists from other countries who expect a more international or neutral atmosphere, this atmosphere becomes monotonous and tiring after a few days. This is a great shame, because this beautiful country has a vast, unique culture and wonderful assets of its own. It's sad to see such a large hotel completely abandon its local identity in favor of catering to just one customer group. If you don't mind the lack of cultural diversity in hotel entertainment, the facilities and food are fine.",1,2026-07-23T00:35:00Z,Import,en
Виктория Петрова,"It's a 30-minute drive from Antalya Airport. The rooms are fresh, not everything is perfect, there are some minor issues, but overall it's very decent. The minibar is refilled daily, Tuborg beer flows like water) there are both European and Turkish alcoholic drinks. The food is delicious and varied. This is our fifth day of vacation. Yesterday we had sushi for dinner. The beach is wide, the entrance to the sea is gentle and comfortable. Plenty of sun loungers. In the mornings, you can go SUP for free. The entertainment is great. The shows in the evenings are up to par. There is karaoke. We don't have children, but there are plenty of activities for them too. There are children's slides in the water park and three for adults. Several swimming pools. There are tennis courts, but it's too hot to play in July. The tourists include Germans, Turks, Czechs, and Russians. The staff speaks Russian, as do the entertainers. We've stayed at other hotels in Turkey, and this one left one of the best impressions.",5,2026-07-22T21:35:00Z,Import,tr
Георгий Орлов,"This is our second time staying at this hotel. We really enjoyed our stay at Adora. The staff is very friendly. The bars make excellent cocktails, but I didn't like the beer. The entertainment is excellent, both daytime and evening, for both adults and children. The food in the main restaurant could have been more varied. The sea and beach are clean and large. We spent the evening at the Shehrazat restaurant; I recommend it to everyone. Thanks to Dervis, Mucahit, Dispa, Celal, and Kader.",5,2026-07-22T18:35:00Z,Import,en
Alexey Mishin,Excellent service!),5,2026-07-22T15:35:00Z,Import,en
Валерия Кузнецова,"Excellent hotel, delicious food and pleasant smiling staff, I liked everything",5,2026-07-22T12:35:00Z,Import,en
emrah mert,"Our hotel was very beautiful and clean, the staff were very good and respectful, thank you very much for everything. This was the first time we had such a high-quality and wonderful holiday. I would like to thank Ms. İda, Ms. Oğuzhan Deniz and Chef Alican Deniz separately for their attention and care.",5,2026-07-22T09:35:00Z,Import,tr
Andreas S.,Very friendly and helpful service staff. Hotel rooms are modern and very clean. We would love to come back here for another holiday.,5,2026-07-22T06:35:00Z,Import,en
Стася Кочина,"Entertainment is love! But here are a few tips)

This year we chose Turkey again, and our choice was the Adora in Belek. I can say that the hotel is truly outstanding: the green and well-kept grounds are a delight to the eye, and the cuisine and bar will definitely keep your taste buds entertained. The staff, although a bit slow at times (I think these are the ""sins"" of the Turkish sun and high season), generally do a great job.
But the main discovery of this vacation was the entertainment team! Having traveled to many countries, this is the first time we've seen something like this: every morning, like a little flash mob, they parade through the grounds, greeting each guest personally by the pool and on the beach. No one is left unattended! These guys are true masters of positivity: polite, multilingual, and a pleasure to have a heart-to-heart talk with when you need a break from your vacation.
A special delight was the karaoke party! The idea is simply amazing. I'll just add a personal suggestion: guys, buy some better microphones and add some backing vocals so guests can more easily hit difficult notes without losing their vocal chords. :) It would add even more polish to the show!
Wishing the hotel prosperity and patient guests. Thanks for the atmosphere!",5,2026-07-22T03:35:00Z,Import,tr
Alona Istomina,everything great !,5,2026-07-22T00:35:00Z,Import,en
Dilek Uysal,All the hotel staff were very friendly and attentive. I also highly recommend the Mezetto restaurant. I would like to thank Elif Hanım from guest relations for her care and attention.,5,2026-07-21T21:35:00Z,Import,tr
Jonz Dzi,"Good hotel for families with children, a little noisier at night, music plays every day...",4,2026-07-21T18:35:00Z,Import,en
Andrea Krejčíková,Everything perfect!,5,2026-07-21T15:35:00Z,Import,en
Ciprian Plesoianu,"Everything is good here !
Nice rooms , clean swimming pools , good food in restaurants ! Good for family with kids  because hotel is not so big so you don’t need to walk a lot for all attractions!",5,2026-07-21T12:35:00Z,Import,en
Woo An,The staff are very friendly and nice.,5,2026-07-21T09:35:00Z,Import,en
AMH1986,Beautiful Hotel. We Like our Holiday in this Hotel. Best recmendation!,5,2026-07-21T06:57:48Z,Import,en
Zeyy,"We were extremely satisfied with our vacation at Adora Resort Hotel. From the moment we checked in, we were greeted by a friendly and professional team. Check-in was quick and smooth. We felt from the very first minutes that this is a hotel that truly values ​​guest satisfaction.
The rooms were very clean, spacious, and comfortable. They were cleaned regularly every day, and towels and other necessities were provided without fail. The beds were comfortable, so we had a very high-quality sleep experience throughout our vacation. The cleanliness of the common areas, corridors, gardens, and the hotel in general was also excellent. Order and hygiene were prioritized in every corner of the hotel.
The food exceeded our expectations. A very rich open buffet was offered from breakfast to dinner. The meat, chicken, fish, vegetable dishes, salads, desserts, and fruits were both delicious and very satisfying in terms of variety. The restaurant staff was very hardworking and attentive; tables were constantly cleaned, and any shortages were immediately addressed.
The beverage options offered at the bars were sufficient. The bartenders provided both fast and friendly service. Their attention to guests even during busy hours was truly commendable. The Guest Relations team took great care of us throughout our stay. They quickly resolved any requests or questions we had. We truly felt valued. This attention and professionalism is one of the hotel's strongest points.
The animation team was extremely energetic, friendly, and fun. The activities organized throughout the day made our holiday much more enjoyable. The evening shows were professionally prepared; dance shows, live performances, and other events were planned to appeal to all age groups. We watched them with great interest every evening.
The beach and pool areas were very clean and well-maintained. It has a beautiful beach for those who want to enjoy the sea. We had no trouble finding sunbeds, and we were pleased with the beach's layout. The lush and well-maintained gardens also added to the hotel's beauty.
The hotel's location is also quite advantageous. It offers both easy access and a calm and peaceful environment. It's a really good choice for those who want to relax and have a quality holiday.
Most importantly, everyone working at the hotel was smiling, respectful, and helpful. From reception to the restaurant, from the housekeeping team to the technical staff, everyone loves their job and makes guests feel it. In short, Adora Resort Hotel exceeded our expectations with its cleanliness, quality service, delicious food, successful animation team, professional guest relations, friendly staff, and peaceful atmosphere. I wholeheartedly recommend it to anyone who wants to have a wonderful holiday. We are planning to come back again at the first opportunity. Thank you to the entire Adora Resort Hotel family for their efforts. 🌟",5,2026-07-21T04:43:24Z,Import,en
Octavian Stefan,"We really enjoyed our stay here. Especially the a la carte restaurants. And the sea food one too, Mezzetto.",5,2026-07-21T02:29:00Z,Import,en
Татьяна Захарова,"The hotel is perfect for a family vacation!
The food, entertainment, room cleaning, and service staff—everything is wonderful! The grounds themselves are magnificent!
I was surprised by the design of the closets in the room—they have no doors. This is the first time I've seen a design like this in a hotel.
My recommendation to the hotel management: please add children's songs! The children's disco (mini disco) has very little children's music. It's full of music and songs for adults. Children aged 3-7 aren't interested in this; they're not ready to dance to adult music.
Otherwise, we really liked the hotel.
Would we come back as a family? Yes!",5,2026-07-21T00:14:36Z,Import,tr
Лилия Хромова,"This is my second time at this hotel.
Everything is wonderful!
Service!
Food!
Ice cream and desserts from 10am to 11pm.
Entertainment
Sea entry
Staff is fantastic.
We went to Ala Carde Sehrazat.
The view is magnificent.
Great photos.
Excellent food.
Delicious wine.
Wonderful service.",5,2026-07-20T22:00:12Z,Import,en
Diana Izydorczyk,"The hotel is perfect for families with children. The large pool is undoubtedly its greatest asset. The food is varied, fresh, and delicious. The hotel beach is well-maintained with plenty of sunbeds. The surroundings are lush with greenery. The service is top-notch; we have nothing to complain about.",5,2026-07-20T19:45:48Z,Import,en
Natalia Walter,"A clean and beautiful hotel with a varied entertainment program and very good food. The selection of drinks is also extensive, offering something to suit every taste.

The beach is well-maintained and inviting. However, you should reserve sun loungers early, as they fill up quickly and you'll otherwise have little chance of finding a free spot.

Overall, we had a wonderful stay and can recommend the hotel.",4,2026-07-20T17:31:24Z,Import,en
Lina Ugrina,"A very nice hotel, we liked everything, excellent service, entertainment, food. We'll be back again.",5,2026-07-20T15:17:00Z,Import,en
Greta Santa,"I choose a new hotel every vacation, but I would happily return here anytime. It was absolutely worth the price.

Cleanliness, comfort, beautiful surroundings, the cleanliness and vegetation of the entire resort are impressive.

The rooms are cleaned daily, the minibar is refilled for free, the bed is comfortable, the room has been renovated.

You can choose from a variety of dishes, there is no bad seasoning, in fact, it is very tasty.

Fruit, vegetables, cakes, ice cream in all quantities - everything is fresh, spotless, each cookie has a special delicious taste 😊. A variety of cocktails, both in taste and appearance, are appealing.

As for cleanliness, permanent staff at every outdoor toilet ensures that not a drop of water remains on the ground unwiped - the same goes for the terraces.

The pool and its surroundings are also spotless, there are enough sunbeds, both there and on the beach.

You can eat or drink something delicious in every area. The staff is nice, especially Ali, a real guest-friend, we would like to welcome him (Joe&family from Romania).

The evening shows are of a high standard, impressive, and the staff is also a very professional, smiling, cheerful team.

I recommend it with all my heart, we had an excellent vacation!",5,2026-07-20T13:02:36Z,Import,en
Anisoara Esanu,"We really enjoyed this vacation, and we are even thinking about planning a vacation in this hotel next year!",5,2026-07-20T10:48:12Z,Import,en
Арина Музалева,"Good afternoon. Nice hotel, delicious food, daily cleaning, cozy room. Great kids' club, children's pool, and slides.
We spent a pleasant evening at the Shehrazat restaurant. The magnificent view, delicious food, and friendly staff made our evening special. Thank you to Mucahit, Dervis, Yusuf, Cici, and Celal for your service.",5,2026-07-20T08:33:48Z,Import,en
Елена Филина,"The holiday was fantastic! The reception staff were very helpful, the entertainment was varied day and night, and the staff was friendly. Thank you all. The food, the service, the people were nothing but kind. We will definitely return and recommend Selcuk, the main restaurant. We are very grateful and appreciative of the waiter. Elif, the guest relations staff, was very attentive and knowledgeable.",5,2026-07-20T06:19:24Z,Import,en
Emel EVCİL,"What I liked most was the friendly staff; everyone was very happy. The food, cleanliness, everything was perfect. Thank you.",5,2026-07-20T04:05:00Z,Import,en
Ferdi Doruk,We had a lovely stay at the hotel with our baby. It was family-friendly with very friendly staff. We were very satisfied :),5,2026-07-20T01:50:36Z,Import,en
Alexey Wasilyev,"The strongest point of this hotel is the children's entertainment and kids' club. We've been to many places, but this one is a cut above. The girls are very involved, there are lots of different activities, and you can leave your children in the club even during late evening events. The kids really enjoyed it and didn't want to leave.",5,2026-07-19T23:36:12Z,Import,tr
Kaan K,"The reservation was made in the names of my then-fiancé and me. Due to the cancellation of the wedding, I only requested a name change on the reservation and stated that I wanted to stay with a male friend during the same dates. However, the hotel rejected this request with a completely arbitrary justification, such as ""male-female balance.""

It is unacceptable for a business to discriminate in this way based on gender among customers who wish to use its services. Moreover, the reservation is not being cancelled; only a change of person staying under the same conditions is being requested. Despite this, no reasonable solution was offered.

Even more disturbing are the communication processes. I spoke to them by phone numerous times. Each time I was told, ""We will get back to you,"" but not a single call was made. Keeping a customer waiting for days and leaving them in uncertainty is unbecoming of a professional business.

Furthermore, I had chosen this hotel last year with the Eskişehir Bar Association group and had no problems. It is a great disappointment that a business I previously chose with satisfaction exhibited such an arbitrary attitude this time. After this experience, neither I nor anyone I know will consider choosing this hotel again.

I would recommend this experience to anyone who values ​​customer satisfaction and expects transparent and solution-oriented service.",1,2026-07-19T21:21:48Z,Import,tr
Selin Sipahi,"We were very pleased with our holiday - I can say it's the best in Antalya.
The food was delicious - the rooms were spacious and practical.
The day was full of activities, very fun and enjoyable - thank you so much Maya and Eylem, you were amazing! A special thank you to the Animation team for their attention, energy and friendliness.",5,2026-07-19T19:07:24Z,Import,en
Karolina Grabowska,"This is our fourth time at Adora. The hotel is great, the food is fantastic, and the rooms are large and spacious. The hotel is spotlessly clean. The service is exceptionally friendly. We highly recommend it.",5,2026-07-19T16:53:00Z,Import,en
Seen Vanmuller,"Beautiful hotel located directly on the beach. Service and food are very good, and the staff is friendly.

The downside is that the location is quite far outside the center. A taxi or dolmus is necessary for shops / the bazaar.

Otherwise, it is definitely recommended as a hotel for families with kids for a relaxed sun / beach holiday.",5,2026-07-19T14:38:36Z,Import,en
Melda Öz,This is our second visit and we are very pleased. Many thanks to the guest relations department. :),5,2026-07-19T12:24:12Z,Import,en
Pavel Smolyarchik,"Nice hotel. I liked the a la carte restaurant, excellent menu and service.",5,2026-07-19T10:09:48Z,Import,en
Лар Пав,"Wonderful hotel, wonderful vacation! I couldn't find any downsides. The sea is just steps away, the sand is clear, and the water is crystal clear. The food is delicious, and the desserts are beyond praise! The Club Room fits two adults and two children comfortably. There are plenty of activities. We also enjoyed the evening show. A huge thank you to all the staff! We'd love to come back again. Dinner at the Shehrazat restaurant was a complete delight, the food was delicious, and the service was top-notch! We thank the staff for their attention and service. Dervis, Mucahit, Yusuf, Cici, and Celal.",5,2026-07-19T07:55:24Z,Import,en
Cihan Duruşkan,"We created beautiful memories and are leaving with smiles on our faces. The hotel was busy, but we didn't feel it at all. The variety of food was quite satisfying. (Note: Improvements could be made regarding the animation team's interactions with Turkish citizens.) Also, I would like to extend my thanks to Yusuf, a staff member at the Şehrazat restaurant.",5,2026-07-19T05:41:00Z,Import,tr
Татьяна Кужахметова,"Everything is just great👌....The hotel is located on the first line of the beach....The choice of food is simply 5 stars🤩.Very responsive staff and other workers....The animation is also 5 out of 5😃.I recommend it further, but just leave a place for us😁",5,2026-07-19T03:26:36Z,Import,en
Branislav Adamuščín,The best holiday in Turkey so far. Definitely try the a la carte.,5,2026-07-19T01:12:12Z,Import,en
Yasin Bilir,"The room was excellent – ​​clean, modern, and very comfortable, therefore a clear 5 stars. The service was friendly and helpful, with minor areas for improvement, hence 4 stars. The location was also good and convenient, though not perfect. Overall, I had a very pleasant stay and would happily recommend the accommodation.",4,2026-07-18T22:57:48Z,Import,en
Daniel Vondrášek,"I recommend it, everything was excellent and at a high level.",5,2026-07-18T20:43:24Z,Import,en
zic3d,"A very nice hotel, right on the beachfront, with a long coastline and spacious grounds, plenty of room for strolls. There's always plenty of space on the beach. I highly recommend it. The à la carte restaurant, Sehrazat, deserves a special …",5,2026-07-18T18:29:00Z,Import,en
IRINA7887,"A wonderful place, we had a fantastic vacation, the pristine beach, delicious food, excellent service—everything was top notch. Dinner at the Sehrazat restaurant was especially impressive; the staff created an unforgettable atmosphere. …",5,2026-07-18T16:14:36Z,Import,en
Hidayet GUZEL,"The hotel was excellent, both in terms of the attentiveness of its staff and the facilities it offered. We were particularly impressed by Mr. Tolga's hospitality.",5,2026-07-18T14:00:12Z,Import,en
Алиса Шишкина,"A wonderful place, we had a fantastic vacation, the pristine beach, delicious food, excellent service—everything was top notch. Dinner at the Sehrazat restaurant was especially impressive; the staff created an unforgettable atmosphere. Special thanks to Mucahit, Dervis, Cici, Yusuf, and Celal; the view from the restaurant terrace was magnificent. Ida from the guest services department made our vacation even better, thank you so much!",5,2026-07-18T11:45:48Z,Import,en
Кристина Данильчук,"Great beach, delicious food, especially the desserts. There's a wide variety of entertainment, and great bands perform in the evenings. It's close to the airport, and you can get to the Land of Legends by bus. We'd definitely stay at this hotel again.",5,2026-07-18T09:31:24Z,Import,en
Stanislav Tarelichev,"A wonderful place, delicious food, polite staff, beautiful rooms. I'd especially like to highlight our visit to the à la carte restaurant Shehrazad; we had a wonderful evening overlooking the sea. Thank you to Mucahit, Dervis, Yusuf, Cici, and Celal for their service. We really enjoyed our stay and highly recommend it!",5,2026-07-18T07:17:00Z,Import,en
Paweł,Very pleasant place! I recommend it to everyone. Very good hotel. I recommend it!,5,2026-07-18T05:02:36Z,Import,en
Nazlı Öztürk,"We were very pleased with the hotel, everything was wonderful. Before arriving, Ms. Ida at the à la carte Şehrazat restaurant took great care of us and was very friendly. There were two issues: there was no electric charging station and the amusement park area was收费 (paid), which shouldn't be the case with an all-inclusive concept 😊 but thank you ❤️",5,2026-07-18T02:48:12Z,Import,tr
Kim Kotthaus,"This is our first time at this hotel. We stayed here for our honeymoon and celebrated our anniversary. There were some lovely extras for our anniversary. The hotel is very family-friendly. However, if you're traveling without children, it can be a bit noisy at times. The service is good, and the staff is very friendly and helpful. The room is a good size and clean, although the beds could be a little wider. The food is delicious, with plenty of choice, and you'll always leave satisfied. The grounds are large, but some parts are showing their age. Unfortunately, there's not much to do after midnight, as all the bars close. Nevertheless, we had a wonderful time overall and thoroughly enjoyed our stay.",5,2026-07-18T00:33:48Z,Import,en
Варвара Горбунова,"I really enjoyed my stay at this hotel; it's in a great location. It's conveniently located for all local attractions. I'd especially like to mention the friendly staff, the well-cleaned rooms, and the wonderful daily entertainment. I highly recommend the Sehrazat restaurant with its stunning view. Special thanks to the attentive staff: Mucahit, Yusuf, Cici, Celal, and, of course, Ida, the guest relations manager. We were delighted with everything, and thank you for a wonderful stay.",5,2026-07-17T22:19:24Z,Import,en
Илья Елькин,"Excellent hotel, we had a great family vacation, and the restaurant on the 4th floor had wonderful dinners. Thanks to Mucahit, Yusuf, Dervis, and Cici. We enjoyed our stay and would recommend it to anyone.",5,2026-07-17T20:05:00Z,Import,en
Daria Tworek,"A highly recommended hotel, with high standards and excellent and varied food. Friendly service and a clean facility. The hotel offers a wide range of sports activities, making it an excellent choice for active people. The à la carte menu offers Mediterranean cuisine, available on the fourth-floor terrace with a beautiful view.",5,2026-07-17T17:50:36Z,Import,en
